Month,State,Total_Claims_Received,Individual_Claims,Community_Claims,Claims_Recommended_SDLC,Claims_Recommended_DLC,Approved_Claims,Pending_Claims,Rejected_Claims,Titles_Distributed,Pending_Rate,Approval_Rate,Rejection_Rate,Disposal_Rate,Workflow_Bottleneck_Rate,SDLC_Dropoff_Rate,DLC_Dropoff_Rate,Rejection_Anomaly_Score,Pending_Backlog_Growth,Individual_vs_Community_Imbalance,Data_Inconsistency_Flag,Risk_Score,Risk_Level
2025-03,Jammu & Kashmir,46090,33233,12857,0,0,4505,1661,39924,6020,0.0360381861575179,0.09774354523757865,0.8662182686049035,0.9639618138424821,0.0,1.0,0.0,1.37660642008836,0.0,2.5846165811168142,1,52.56,Medium
2025-03,Jharkhand,110756,107032,3724,71636,65731,62051,20598,28107,61970,0.18597638051211673,0.560249557586045,0.25377406190183827,0.8140236194878833,0.001305377834362057,0.353208855502185,0.08243062147523592,-0.5177012387817569,0.0,28.733422818791947,0,16.32,Low
2025-03,Karnataka,294489,288549,5940,113013,17577,16326,24894,253269,16326,0.0845328687998533,0.05543840347177653,0.8600287277283701,0.9154671312001467,0.0,0.6162403349530883,0.8444692203551803,1.3574619909975458,0.0,48.569096111765695,0,32.86,Medium
2025-03,Kerala,45446,44455,991,40480,30801,29851,2601,12994,29460,0.05723275975883466,0.6568454869515469,0.28592175328961844,0.9427672402411653,0.013098388663696359,0.10927254323812877,0.23910573122529644,-0.41826749878658015,-0.0098972211648268,44.81350806451613,0,10.48,Low
2025-03,Madhya Pradesh,627513,585326,42187,627513,627513,305106,0,322407,294877,0.0,0.4862146282228416,0.5137853717771584,1.0,0.03352605324051313,0.0,0.0,0.2865212688343073,0.0,13.874229638759838,0,13.52,Low
2025-03,Maharashtra,409156,397897,11259,374165,174066,208681,27844,172631,208335,0.06805228323671167,0.5100279599956985,0.42191975676758986,0.9319477167632884,0.0016580330744054323,0.0855199483815464,0.534788128232197,0.0023782625084898036,0.0,35.33721136767318,0,13.57,Low
2025-03,Odisha,724392,691948,32444,576206,494969,479359,100397,144636,470251,0.13859484919767198,0.661739776253741,0.19966537454858696,0.861405150802328,0.019000373415331725,0.20456603606886878,0.14098603624398218,-0.6850609749713549,0.00288688216725936,21.326799198643858,0,11.91,Low
2025-03,Rajasthan,118375,113162,5213,76333,63849,51766,688,65921,51766,0.005812038014783527,0.4373051742344245,0.556882787750792,0.9941879619852165,0.0,0.3551594508975713,0.16354656570552709,0.4198228239193851,0.0,21.70349060222478,0,19.39,Low
2025-03,Tamil Nadu,34667,33119,1548,27582,16972,16568,5388,12711,16508,0.1554215824847838,0.477918481553062,0.36665993596215424,0.8445784175152162,0.0036214389183969096,0.20437303487466466,0.38467116235225873,-0.168541962768911,0.0,21.38089089735313,0,16.19,Low
2025-03,Telangana,655249,651822,3427,231456,231456,231456,329367,94426,231456,0.5026592944056382,0.35323365621313424,0.1441070493812276,0.49734070559436183,0.0,0.6467663437868657,0.0,-0.8569044828805603,0.0,190.14644107351225,0,25.87,Low
