Month,State,Total_Claims_Received,Individual_Claims,Community_Claims,Claims_Recommended_SDLC,Claims_Recommended_DLC,Approved_Claims,Pending_Claims,Rejected_Claims,Titles_Distributed,Pending_Rate,Approval_Rate,Rejection_Rate,Disposal_Rate,Workflow_Bottleneck_Rate,SDLC_Dropoff_Rate,DLC_Dropoff_Rate,Rejection_Anomaly_Score,Pending_Backlog_Growth,Individual_vs_Community_Imbalance,Data_Inconsistency_Flag,Risk_Score,Risk_Level
2025-01,Andhra Pradesh,288164,284870,3294,288164,288164,228256,1504,58404,228256,0.0052,0.7921,0.2027,0.9948,0.2079,0.0,0.2079,-0.6598,0,0.9771,0,10.42,Low
2025-01,Assam,155011,148965,6046,155011,0,0,155011,0,58802,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.3271,0,0.922,0,55.0,High
2025-01,Bihar,8022,8022,0,8022,0,0,3686,4336,4215,0.4595,0.0,0.5405,0.5405,1.0,0.0,1.0,0.4521,0,1.0,0,56.82,High
2025-01,Chhattisgarh,941977,888028,53949,941977,941977,527833,13495,400649,527833,0.0143,0.5603,0.4253,0.9857,0.4397,0.0,0.4397,0.0729,0,0.8855,0,22.78,Low
2025-01,Goa,10136,9758,378,10136,4512,4512,5490,134,871,0.5416,0.4451,0.0132,0.4584,0.5549,0.0,0.5549,-1.2836,0,0.9254,0,30.45,Medium
2025-01,Gujarat,190056,182869,7187,190056,190056,103080,84644,2332,103080,0.4454,0.5424,0.0123,0.5546,0.4576,0.0,0.4576,-1.2866,0,0.9244,0,25.11,Low
2025-01,Himachal Pradesh,5419,4880,539,5419,5419,659,4706,54,659,0.8684,0.1216,0.01,0.1316,0.8784,0.0,0.8784,-1.2941,0,0.8011,0,48.26,Medium
2025-01,J&K,46090,33233,12857,46090,46090,6020,146,39924,6020,0.0032,0.1306,0.8662,0.9968,0.8694,0.0,0.8694,1.5241,0,0.4421,0,58.73,High
2025-01,Jharkhand,110756,107032,3724,110756,2531,2531,80118,28107,61970,0.7234,0.0229,0.2538,0.2766,0.9771,0.0,0.9771,-0.4916,0,0.9328,0,52.47,High
2025-01,Karnataka,294489,288549,5940,294489,294489,16326,24894,253269,16326,0.0845,0.0554,0.86,0.9155,0.9446,0.0,0.9446,1.5037,0,0.9597,0,62.69,High
2025-01,Kerala,45446,44455,991,45446,39773,39773,0,12977,29400,0.0,0.8752,0.2855,1.0,0.1248,0.0,0.1248,-0.3873,0,0.9564,1,20.26,Low
2025-01,Madhya Pradesh,627513,585326,42187,627513,627513,294877,10229,322407,294877,0.0163,0.4699,0.5138,0.9837,0.5301,0.0,0.5301,0.3642,0,0.8655,0,30.23,Medium
2025-01,Maharashtra,409156,397897,11259,409156,409156,208335,28190,172631,208335,0.0689,0.5092,0.4219,0.9311,0.4908,0.0,0.4908,0.0617,0,0.945,0,25.5,Low
2025-01,Odisha,720019,691757,28262,720019,720019,469648,105735,144636,469648,0.1469,0.6523,0.2009,0.8531,0.3477,0.0,0.3477,-0.6658,0,0.9215,0,18.12,Low
2025-01,Rajasthan,118375,113162,5213,118375,118375,51766,688,65921,51766,0.0058,0.4373,0.5569,0.9942,0.5627,0.0,0.5627,0.506,0,0.9119,0,33.22,Medium
2025-01,Tamil Nadu,34667,33119,1548,34667,34667,16508,5448,12711,16508,0.1572,0.4762,0.3667,0.8428,0.5238,0.0,0.5238,-0.12,0,0.9107,0,26.98,Low
2025-01,Telangana,655249,651822,3427,655249,721,721,560102,94426,231456,0.8548,0.0011,0.1441,0.1452,0.9989,0.0,0.9989,-0.8527,0,0.9895,0,54.22,High
2025-01,Tripura,200721,200557,164,200721,200721,128032,3841,68848,128032,0.0191,0.6379,0.343,0.9809,0.3621,0.0,0.3621,-0.198,0,0.9984,0,18.2,Low
2025-01,Uttar Pradesh,93739,92577,1162,93739,93739,18910,68,74761,18910,0.0007,0.2017,0.7975,0.9993,0.7983,0.0,0.7983,1.298,0,0.9752,0,52.9,High
2025-01,Uttarakhand,6678,3587,3091,0,0,0,185,6493,185,0.0277,0.0,0.9723,0.9723,0.0,1.0,0.0,1.8734,0,0.0743,0,43.87,Medium
2025-01,West Bengal,142081,131962,10119,51052,44444,44444,1050,96587,45130,0.0074,0.3128,0.6798,0.9926,0.0465,0.6407,0.1294,0.9106,0,0.8576,0,27.49,Low
2025-02,Andhra Pradesh,288381,285087,3294,288381,288381,228473,1498,58410,228473,0.0052,0.7923,0.2025,0.9948,0.2077,0.0,0.2077,-0.6757,-6,0.9772,0,10.41,Low
2025-02,Assam,155011,148965,6046,0,0,0,155011,0,58802,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.3021,0,0.922,0,30.0,Medium
2025-02,Bihar,4696,4696,0,4696,4696,191,9,4496,191,0.0019,0.0407,0.9574,0.9981,0.9593,0.0,0.9593,1.6593,-3677,1.0,0,64.57,High
2025-02,Chhattisgarh,941977,888028,53949,941977,941977,527833,13495,400649,527833,0.0143,0.5603,0.4253,0.9857,0.4397,0.0,0.4397,0.0134,0,0.8855,0,22.19,Low
2025-02,Goa,10136,9757,379,10136,6474,4660,5298,178,871,0.5227,0.4597,0.0176,0.4773,0.5403,0.0,0.5403,-1.2477,-192,0.9252,0,29.63,Low
2025-02,Gujarat,190056,182869,7187,190056,190056,103080,84644,2332,103080,0.4454,0.5424,0.0123,0.5546,0.4576,0.0,0.4576,-1.2641,0,0.9244,0,25.11,Low
2025-02,Himachal Pradesh,5419,4880,539,5419,5419,659,4706,54,659,0.8684,0.1216,0.01,0.1316,0.8784,0.0,0.8784,-1.2712,0,0.8011,0,48.26,Medium
2025-02,J&K,46090,33233,12857,46090,46090,6020,146,39924,6020,0.0032,0.1306,0.8662,0.9968,0.8694,0.0,0.8694,1.3772,0,0.4421,0,57.26,High
2025-02,Jharkhand,110756,107032,3724,110756,110756,17577,65072,28107,61970,0.5875,0.1587,0.2538,0.4125,0.8413,0.0,0.8413,-0.5171,-15046,0.9328,0,45.0,Medium
2025-02,Karnataka,294489,288549,5940,294489,294489,16326,24894,253269,16326,0.0845,0.0554,0.86,0.9155,0.9446,0.0,0.9446,1.3581,0,0.9597,0,61.23,High
2025-02,Kerala,45446,44455,991,45446,39773,39773,0,12977,29400,0.0,0.8752,0.2855,1.0,0.1248,0.0,0.1248,-0.419,0,0.9564,1,20.26,Low
2025-02,Madhya Pradesh,627513,585326,42187,627513,627513,294877,10229,322407,294877,0.0163,0.4699,0.5138,0.9837,0.5301,0.0,0.5301,0.2872,0,0.8655,0,29.46,Low
2025-02,Maharashtra,409156,397897,11259,11747,11747,11747,224778,172631,208335,0.5494,0.0287,0.4219,0.4506,0.0,0.9713,0.0,0.0029,196588,0.945,0,27.06,Low
2025-02,Odisha,723841,691948,31893,723841,71724,71724,507481,144636,470109,0.7011,0.0991,0.1998,0.2989,0.9009,0.0,0.9009,-0.6841,401746,0.9119,0,48.55,Medium
2025-02,Rajasthan,118375,113162,5213,118375,118375,51766,688,65921,51766,0.0058,0.4373,0.5569,0.9942,0.5627,0.0,0.5627,0.4205,0,0.9119,0,32.37,Medium
2025-02,Tamil Nadu,34667,33119,1548,34667,1349,1349,20607,12711,16508,0.5944,0.0389,0.3667,0.4056,0.9611,0.0,0.9611,-0.1678,15159,0.9107,0,51.03,High
2025-02,Telangana,655249,651822,3427,144,138,101,560722,94426,231456,0.8557,0.0002,0.1441,0.1443,0.0001,0.9998,0.2986,-0.8564,620,0.9895,0,29.28,Low
2025-02,Tripura,200721,200557,164,200721,200721,128032,3841,68848,128032,0.0191,0.6379,0.343,0.9809,0.3621,0.0,0.3621,-0.2411,0,0.9984,0,18.2,Low
2025-02,Uttar Pradesh,94166,92972,1194,94166,94166,23430,0,70736,23430,0.0,0.2488,0.7512,1.0,0.7512,0.0,0.7512,1.0215,-68,0.9746,0,47.78,Medium
2025-02,Uttarakhand,6678,3587,3091,6678,6678,6678,0,6493,185,0.0,1.0,0.9723,1.0,0.0,0.0,0.0,1.7054,-185,0.0743,1,51.36,High
2025-02,West Bengal,142081,131962,10119,142081,142081,45130,364,96587,45130,0.0026,0.3176,0.6798,0.9974,0.6824,0.0,0.6824,0.8007,-686,0.8576,0,42.14,Medium
2025-03,Andhra Pradesh,288381,285087,3294,288381,288381,228473,1498,58410,228473,0.0052,0.7923,0.2025,0.9948,0.2077,0.0,0.2077,-0.675,0,0.9772,0,10.41,Low
2025-03,Assam,155011,148965,6046,0,0,0,155011,0,58802,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.2943,0,0.922,0,30.0,Medium
2025-03,Bihar,191,4696,4696,191,191,191,0,4687,4496,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.7643,-9,0.0,1,52.64,High
2025-03,Chhattisgarh,947479,890220,57259,947479,947479,534068,6624,406787,534068,0.007,0.5637,0.4293,0.993,0.4363,0.0,0.4363,0.0187,-6871,0.8791,0,22.04,Low
2025-03,Goa,10136,9757,379,4660,2742,2096,7861,179,871,0.7756,0.2068,0.0177,0.2244,0.253,0.5403,0.5502,-1.2402,2563,0.9252,0,30.04,Medium
2025-03,Gujarat,190056,182869,7187,186192,119410,103503,84222,2331,103503,0.4431,0.5446,0.0123,0.5569,0.4351,0.0203,0.4441,-1.2567,-422,0.9244,0,24.48,Low
2025-03,Himachal Pradesh,5566,4883,683,5566,5566,808,4704,54,808,0.8451,0.1452,0.0097,0.1549,0.8548,0.0,0.8548,-1.2647,-2,0.7546,0,46.97,Medium
2025-03,J&K,46090,33233,12857,46090,46090,6020,146,39924,6020,0.0032,0.1306,0.8662,0.9968,0.8694,0.0,0.8694,1.355,0,0.4421,0,57.04,High
2025-03,Jharkhand,110756,107032,3724,5566,2531,2531,80118,28107,61970,0.7234,0.0229,0.2538,0.2766,0.0274,0.9497,0.5453,-0.5181,15046,0.9328,0,28.73,Low
2025-03,Karnataka,294489,288549,5940,113013,17577,415,40805,253269,16326,0.1386,0.0014,0.86,0.8614,0.3824,0.6162,0.9963,1.3361,15911,0.9597,0,48.58,Medium
2025-03,Kerala,45446,44455,991,45446,39773,39773,0,12994,29460,0.0,0.8752,0.2859,1.0,0.1248,0.0,0.1248,-0.4199,0,0.9564,1,20.27,Low
2025-03,Madhya Pradesh,627513,585326,42187,627513,627513,294877,10229,322407,294877,0.0163,0.4699,0.5138,0.9837,0.5301,0.0,0.5301,0.2772,0,0.8655,0,29.36,Low
2025-03,Maharashtra,409156,397897,11259,374165,174066,174066,62459,172631,208335,0.1527,0.4254,0.4219,0.8473,0.4891,0.0855,0.5348,-0.0039,-162319,0.945,0,27.36,Low
2025-03,Odisha,724392,691948,32444,118375,71724,71724,508032,144636,470251,0.7013,0.099,0.1997,0.2987,0.0644,0.8366,0.3941,-0.6835,551,0.9104,0,27.64,Low
2025-03,Rajasthan,118375,113162,5213,118375,118375,51766,688,65921,51766,0.0058,0.4373,0.5569,0.9942,0.5627,0.0,0.5627,0.409,0,0.9119,0,32.25,Medium
2025-03,Tamil Nadu,34667,33119,1548,27582,16972,16568,5388,12711,16508,0.1554,0.4779,0.3667,0.8446,0.3177,0.2044,0.3993,-0.1728,-15219,0.9107,0,21.77,Low
2025-03,Telangana,655249,651822,3427,231456,138,138,560685,94426,231456,0.8557,0.0002,0.1441,0.1443,0.353,0.6468,0.9994,-0.8536,-37,0.9895,0,38.1,Medium
2025-03,Tripura,200721,200557,164,94166,1048,1048,130825,68848,128032,0.6518,0.0052,0.343,0.3482,0.4639,0.5309,0.9889,-0.2452,126984,0.9984,0,39.73,Medium
2025-03,Uttar Pradesh,94166,92972,1194,94166,94166,23430,0,70736,23430,0.0,0.2488,0.7512,1.0,0.7512,0.0,0.7512,1.0033,0,0.9746,0,47.59,Medium
2025-03,Uttarakhand,6678,3587,3091,6678,1022,1022,0,6493,185,0.0,0.153,0.9723,1.0,0.847,0.0,0.847,1.6795,0,0.0743,1,72.28,Critical
2025-03,West Bengal,142081,131962,10119,0,0,0,45494,96587,45130,0.3202,0.0,0.6798,0.6798,0.0,1.0,0.0,0.7849,45130,0.8576,0,34.45,Medium
2025-04,Andhra Pradesh,288392,285098,3294,288392,288392,228473,1509,58410,228473,0.0052,0.7922,0.2025,0.9948,0.2078,0.0,0.2078,-0.6763,11,0.9772,0,10.41,Low
2025-04,Assam,155011,148965,6046,0,0,0,155011,0,58802,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.3026,0,0.922,0,30.0,Medium
2025-04,Bihar,4696,4696,0,4696,4696,4696,0,4496,191,0.0,1.0,0.9574,1.0,0.0,0.0,0.0,1.6587,0,1.0,1,50.52,High
2025-04,Chhattisgarh,947479,890220,57259,947479,947479,534068,6624,406787,534068,0.007,0.5637,0.4293,0.993,0.4363,0.0,0.4363,0.0252,0,0.8791,0,22.1,Low
2025-04,Goa,10136,9757,379,4660,2742,2098,7859,179,871,0.7754,0.207,0.0177,0.2246,0.2528,0.5403,0.5498,-1.2479,-2,0.9252,0,30.02,Medium
2025-04,Gujarat,190056,182869,7187,186192,119410,103503,84222,2331,103503,0.4431,0.5446,0.0123,0.5569,0.4351,0.0203,0.4441,-1.2646,0,0.9244,0,24.48,Low
2025-04,Himachal Pradesh,5566,4883,683,5566,5566,808,4704,54,808,0.8451,0.1452,0.0097,0.1549,0.8548,0.0,0.8548,-1.2726,0,0.7546,0,46.97,Medium
2025-04,J&K,46090,33233,12857,0,0,0,6166,39924,6020,0.1338,0.0,0.8662,0.8662,0.0,1.0,0.0,1.3766,6020,0.4421,0,39.43,Medium
2025-04,Jharkhand,110756,107032,3724,5566,2531,2531,80118,28107,61970,0.7234,0.0229,0.2538,0.2766,0.0274,0.9497,0.5453,-0.5176,0,0.9328,0,28.73,Low
2025-04,Karnataka,294489,288549,5940,294489,294489,16326,24894,253269,16326,0.0845,0.0554,0.86,0.9155,0.9446,0.0,0.9446,1.3574,-15911,0.9597,0,61.22,High
2025-04,Kerala,45469,44455,1014,40480,30801,29851,2624,12994,29481,0.0577,0.6565,0.2858,0.9423,0.2338,0.1097,0.2626,-0.4186,2624,0.9554,0,14.72,Low
2025-04,Madhya Pradesh,627513,585326,42187,627513,627513,294877,10229,322407,294877,0.0163,0.4699,0.5138,0.9837,0.5301,0.0,0.5301,0.2866,0,0.8655,0,29.45,Low
2025-04,Maharashtra,409156,397897,11259,374165,174066,174066,62459,172631,208335,0.1527,0.4254,0.4219,0.8473,0.4891,0.0855,0.5348,0.0023,0,0.945,0,27.38,Low
2025-04,Odisha,724392,691948,32444,576206,494969,479359,100397,144636,470251,0.1386,0.6617,0.1997,0.8614,0.1337,0.2046,0.1681,-0.685,-407635,0.9104,0,12.49,Low
2025-04,Rajasthan,118375,113162,5213,76333,63849,51766,688,65921,51766,0.0058,0.4373,0.5569,0.9942,0.2075,0.3552,0.3218,0.4199,0,0.9119,0,23.48,Low
2025-04,Tamil Nadu,34667,33119,1548,27582,16972,16568,5388,12711,16508,0.1554,0.4779,0.3667,0.8446,0.3177,0.2044,0.3993,-0.1684,0,0.9107,0,21.77,Low
2025-04,Telangana,655249,651822,3427,231456,231456,231456,329367,94426,231456,0.5027,0.3532,0.1441,0.4973,0.0,0.6468,0.0,-0.8569,-231318,0.9895,0,18.68,Low
2025-04,Tripura,200721,200557,164,153257,136437,131793,80,68848,128032,0.0004,0.6566,0.343,0.9996,0.1069,0.2365,0.1401,-0.2417,-130745,0.9984,0,11.26,Low
2025-04,Uttar Pradesh,94166,92972,1194,94166,94166,23430,0,70736,23430,0.0,0.2488,0.7512,1.0,0.7512,0.0,0.7512,1.0209,0,0.9746,0,47.77,Medium
2025-04,Uttarakhand,6678,3587,3091,0,0,0,185,6493,185,0.0277,0.0,0.9723,0.9723,0.0,1.0,0.0,1.7048,185,0.0743,0,42.19,Medium
2025-04,West Bengal,142081,131962,10119,52610,51897,45130,364,96587,45130,0.0026,0.3176,0.6798,0.9974,0.0526,0.6297,0.1422,0.8,-45130,0.8576,0,26.39,Low
2025-05,Andhra Pradesh,288392,285098,3294,288392,288392,228473,1509,58410,228473,0.0052,0.7922,0.2025,0.9948,0.2078,0.0,0.2078,-0.6807,0,0.9772,0,10.41,Low
2025-05,Assam,155011,148965,6046,0,0,0,155011,0,58802,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.3028,0,0.922,0,30.0,Medium
2025-05,Bihar,191,4696,4696,191,191,21,0,9981,4687,0.0,0.1099,1.0,1.0,0.8901,0.0,0.8901,1.769,0,0.0,1,74.94,Critical
2025-05,Chhattisgarh,947479,890220,57259,843086,841839,534521,6171,406787,534068,0.0065,0.5642,0.4293,0.9935,0.3257,0.1102,0.366,0.0159,-453,0.8791,0,19.23,Low
2025-05,Goa,10136,9757,379,4863,3423,2161,7528,447,871,0.7427,0.2132,0.0441,0.2573,0.2666,0.5202,0.5556,-1.1673,-331,0.9252,0,30.05,Medium
2025-05,Gujarat,190242,183055,7187,186192,119410,103524,84387,2331,103524,0.4436,0.5442,0.0123,0.5564,0.4345,0.0213,0.444,-1.265,165,0.9244,0,24.48,Low
2025-05,Himachal Pradesh,5566,4883,683,5566,5566,808,4704,54,808,0.8451,0.1452,0.0097,0.1549,0.8548,0.0,0.8548,-1.273,0,0.7546,0,46.97,Medium
2025-05,J&K,46090,33233,12857,0,0,0,6166,39924,6020,0.1338,0.0,0.8662,0.8662,0.0,1.0,0.0,1.358,0,0.4421,0,39.25,Medium
2025-05,Jharkhand,110756,107032,3724,63596,59930,59866,22783,28107,61970,0.2057,0.5405,0.2538,0.7943,0.0337,0.4258,0.0587,-0.5232,-57335,0.9328,0,13.36,Low
2025-05,Karnataka,294489,288549,5940,113013,17577,16326,24894,253269,16326,0.0845,0.0554,0.86,0.9155,0.3283,0.6162,0.8555,1.3389,0,0.9597,0,45.63,Medium
2025-05,Kerala,45469,44455,1014,42187,30492,29661,2973,12835,29704,0.0654,0.6523,0.2823,0.9346,0.2755,0.0722,0.2969,-0.4356,349,0.9554,0,15.91,Low
2025-05,Madhya Pradesh,627513,585326,42187,627513,627513,294877,10229,322407,294877,0.0163,0.4699,0.5138,0.9837,0.5301,0.0,0.5301,0.2755,0,0.8655,0,29.34,Low
2025-05,Maharashtra,409156,397897,11259,374165,174066,174066,62459,172631,208335,0.1527,0.4254,0.4219,0.8473,0.4891,0.0855,0.5348,-0.0068,0,0.945,0,27.36,Low
2025-05,Odisha,736172,701148,35024,12503,11986,11976,579560,144636,470899,0.7873,0.0163,0.1965,0.2127,0.0007,0.983,0.0421,-0.6992,479163,0.9048,0,28.55,Low
2025-05,Rajasthan,118375,113162,5213,34667,4609,4609,47845,65921,51766,0.4042,0.0389,0.5569,0.5958,0.2539,0.7071,0.867,0.4079,47157,0.9119,0,36.48,Medium
2025-05,Tamil Nadu,34667,33119,1548,34667,34667,16508,5448,12711,16508,0.1572,0.4762,0.3667,0.8428,0.5238,0.0,0.5238,-0.1764,60,0.9107,0,26.98,Low
2025-05,Telangana,655249,651822,3427,721,721,721,560102,94426,231456,0.8548,0.0011,0.1441,0.1452,0.0,0.9989,0.0,-0.8601,230735,0.9895,0,29.25,Low
2025-05,Tripura,200721,200557,164,153257,136437,131793,80,68848,128032,0.0004,0.6566,0.343,0.9996,0.1069,0.2365,0.1401,-0.2492,0,0.9984,0,11.26,Low
2025-05,Uttar Pradesh,94166,92972,1194,94166,94166,23430,0,70736,23430,0.0,0.2488,0.7512,1.0,0.7512,0.0,0.7512,1.0047,0,0.9746,0,47.61,Medium
2025-05,Uttarakhand,6678,3587,3091,0,0,0,185,6493,185,0.0277,0.0,0.9723,0.9723,0.0,1.0,0.0,1.6839,0,0.0743,0,41.98,Medium
2025-05,West Bengal,142081,131962,10119,52610,51897,45130,364,96587,45130,0.0026,0.3176,0.6798,0.9974,0.0526,0.6297,0.1422,0.7854,0,0.8576,0,26.24,Low
2025-06,Andhra Pradesh,288392,285098,3294,288392,288392,228473,1509,58410,228473,0.0052,0.7922,0.2025,0.9948,0.2078,0.0,0.2078,-0.7066,0,0.9772,0,10.41,Low
2025-06,Assam,155011,148965,6046,155011,0,0,155011,0,58802,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.339,0,0.922,0,55.0,High
2025-06,Bihar,4696,4696,0,4696,200,191,0,4687,4496,0.0,0.0407,0.9981,1.0,0.9593,0.0,0.9593,1.778,0,1.0,1,76.72,Critical
2025-06,Chhattisgarh,947479,890220,57259,4802,4802,4802,535890,406787,534068,0.5656,0.0051,0.4293,0.4344,0.0,0.9949,0.0,0.0017,529719,0.8791,0,27.72,Low
2025-06,Goa,10136,9757,379,10136,10136,648,7969,1519,648,0.7862,0.0639,0.1499,0.2138,0.9361,0.0,0.9361,-0.8709,441,0.9252,0,50.74,High
2025-06,Gujarat,190242,183055,7187,186192,3467,3467,184444,2331,103524,0.9695,0.0182,0.0123,0.0305,0.9605,0.0213,0.9814,-1.3006,100057,0.9244,0,53.4,High
2025-06,Himachal Pradesh,5566,4883,683,5566,5566,808,4704,54,808,0.8451,0.1452,0.0097,0.1549,0.8548,0.0,0.8548,-1.3088,0,0.7546,0,46.97,Medium
2025-06,J&K,46090,33233,12857,46090,46090,6020,146,39924,6020,0.0032,0.1306,0.8662,0.9968,0.8694,0.0,0.8694,1.3661,-6020,0.4421,0,57.15,High
2025-06,Jharkhand,110756,107032,3724,392,208,146,82503,28107,61970,0.7449,0.0013,0.2538,0.2551,0.0022,0.9965,0.6276,-0.5464,59720,0.9328,0,28.75,Low
2025-06,Karnataka,294489,288549,5940,110442,2571,2571,38649,253269,16326,0.1312,0.0087,0.86,0.8688,0.3663,0.625,0.9767,1.3468,13755,0.9597,0,48.06,Medium
